Cell Names,Date String,Tower Name,Zip,Attempted,Completed,Dropped,Dropped Call Percentage,F1,Number of Records
KTV 2,10/04/2015 03:42,Clown Castle,603,1,1,0,0,3063,1
Shaver,10/04/2015 03:42,Eastower,603,1,1,0,0,1857,1
Iclone,10/04/2015 03:43,Eastower,603,1,1,0,0,2322,1
KTV 2,10/04/2015 03:43,Leaffson,603,1,1,0,0,2996,1
Rumia,10/04/2015 03:44,Eastower,603,1,1,0,0,1007,1
Rumia,10/04/2015 03:44,Reflector Pond,603,1,1,0,0,2376,1
Rumia,10/04/2015 03:45,Reflector Pond,602,1,1,0,0,241,1
Rexus,10/04/2015 03:45,Leaffson,603,1,1,0,0,3483,1
Rexus,10/04/2015 03:45,Eastower,603,1,1,0,0,2059,1
Fallacy,10/04/2015 03:45,Leaffson,603,1,1,0,0,2860,1
KTV 2,10/04/2015 03:45,Eastower,603,1,1,0,0,2709,1
KTV 2,10/04/2015 03:45,Clown Castle,603,1,1,0,0,3654,1
Fallacy,10/04/2015 03:45,Leaffson,610,1,1,0,0,4263,1
Shaver,10/04/2015 03:46,Eastower,602,1,1,0,0,719,1
Rexus,10/04/2015 03:46,Reflector Pond,603,1,1,0,0,1360,1
Rexus,10/04/2015 03:47,Leaffson,603,1,1,0,0,1616,1
Fallacy,10/04/2015 03:47,Clown Castle,603,1,1,0,0,3460,1
Shaver,10/04/2015 03:47,Eastower,603,1,1,0,0,2087,1
Iclone,10/04/2015 03:48,Leaffson,602,1,1,0,0,697,1
Iclone,10/04/2015 03:48,Reflector Pond,602,1,1,0,0,99,1
Shaver,10/04/2015 03:48,Reflector Pond,602,1,1,0,0,811,1
Rexus,10/04/2015 03:48,Clown Castle,603,1,1,0,0,2351,1
Rexus,10/04/2015 03:49,Reflector Pond,603,1,1,0,0,2966,1
Rexus,10/04/2015 03:49,Reflector Pond,603,1,1,0,0,2804,1
Rumia,10/04/2015 03:49,Eastower,603,1,1,0,0,2535,1
Iclone,10/04/2015 03:50,Eastower,602,1,1,0,0,829,1
Shaver,10/04/2015 03:50,Reflector Pond,603,1,1,0,0,3595,1
KTV 2,10/04/2015 03:50,Leaffson,610,1,1,0,0,4022,1
Rexus,10/04/2015 03:51,Eastower,603,1,1,0,0,3667,1
Rumia,10/04/2015 03:51,Eastower,603,1,1,0,0,1813,1
Rexus,10/04/2015 03:51,Reflector Pond,604,1,1,0,0,3829,1
KTV 2,10/04/2015 03:52,Clown Castle,603,1,1,0,0,2845,1
Rumia,10/04/2015 03:52,Reflector Pond,603,1,1,0,0,1999,1
Iclone,10/04/2015 03:54,Eastower,603,1,1,0,0,2329,1
Fallacy,10/04/2015 03:54,Reflector Pond,603,1,1,0,0,3557,1
KTV 2,10/04/2015 03:54,Eastower,603,1,1,0,0,1203,1
KTV 2,10/04/2015 03:54,Reflector Pond,603,1,1,0,0,1602,1
Fallacy,10/04/2015 03:55,Leaffson,602,1,1,0,0,345,1
Rexus,10/04/2015 03:55,Clown Castle,603,1,1,0,0,3582,1
Shaver,10/04/2015 03:57,Eastower,602,1,1,0,0,772,1
Rexus,10/04/2015 03:57,Leaffson,603,1,1,0,0,1384,1
Rexus,10/04/2015 03:57,Eastower,603,1,1,0,0,2195,1
Fallacy,10/04/2015 03:57,Clown Castle,603,1,1,0,0,1421,1
KTV 2,10/04/2015 03:57,Reflector Pond,603,1,1,0,0,1375,1
Iclone,10/04/2015 03:58,Clown Castle,602,1,1,0,0,69,1
Rexus,10/04/2015 03:58,Reflector Pond,603,1,1,0,0,1533,1
Fallacy,10/04/2015 03:58,Eastower,603,1,1,0,0,3220,1
KTV 2,10/04/2015 03:58,Eastower,603,1,1,0,0,2676,1
Rumia,10/04/2015 03:58,Leaffson,603,1,1,0,0,2408,1
Shaver,10/04/2015 03:58,Eastower,603,1,1,0,0,1192,1
Rumia,10/04/2015 03:58,Reflector Pond,606,1,1,0,0,3946,1
Rexus,10/04/2015 03:58,Eastower,610,1,1,0,0,4221,1
Rexus,10/04/2015 03:59,Reflector Pond,602,1,1,0,0,291,1
Fallacy,10/04/2015 03:59,Eastower,602,1,1,0,0,456,1
Rexus,10/04/2015 03:59,Eastower,603,1,1,0,0,3020,1
Iclone,10/04/2015 03:59,Reflector Pond,610,1,1,0,0,4211,1
Rexus,10/04/2015 04:00,Eastower,603,1,1,0,0,3423,1
Rexus,10/04/2015 04:00,Reflector Pond,603,1,1,0,0,1765,1
Rumia,10/04/2015 04:01,Eastower,603,1,1,0,0,1171,1
Rexus,10/04/2015 04:02,Leaffson,602,1,0,1,1,792,1
Iclone,10/04/2015 04:02,Reflector Pond,603,1,1,0,0,1955,1
Fallacy,10/04/2015 04:02,Leaffson,603,1,1,0,0,1605,1
Rumia,10/04/2015 04:02,Reflector Pond,603,1,1,0,0,3216,1
Rumia,10/04/2015 04:03,Reflector Pond,603,1,1,0,0,1050,1
Fallacy,10/04/2015 04:04,Eastower,610,1,1,0,0,4034,1
Rexus,10/04/2015 04:05,Leaffson,603,1,1,0,0,2772,1
Fallacy,10/04/2015 04:05,Reflector Pond,603,1,1,0,0,1709,1
KTV 2,10/04/2015 04:05,GLU,603,1,1,0,0,1353,1
Fallacy,10/04/2015 04:06,Eastower,603,1,1,0,0,3334,1
Fallacy,10/04/2015 04:06,Reflector Pond,603,1,1,0,0,2601,1
KTV 2,10/04/2015 04:06,GLU,603,1,1,0,0,2697,1
KTV 2,10/04/2015 04:07,Eastower,602,1,1,0,0,862,1
KTV 2,10/04/2015 04:07,Reflector Pond,603,1,1,0,0,1786,1
Rumia,10/04/2015 04:08,Leaffson,603,1,1,0,0,2359,1
KTV 2,10/04/2015 04:08,Reflector Pond,610,1,1,0,0,4145,1
KTV 2,10/04/2015 04:09,Reflector Pond,602,1,1,0,0,461,1
Rumia,10/04/2015 04:09,Eastower,603,1,1,0,0,1957,1
KTV 2,10/04/2015 04:10,Leaffson,603,1,1,0,0,2978,1
KTV 2,10/04/2015 04:10,Reflector Pond,603,1,1,0,0,1745,1
Rumia,10/04/2015 04:11,Leaffson,603,1,1,0,0,3025,1
Rumia,10/04/2015 04:12,Reflector Pond,603,1,1,0,0,3345,1
Fallacy,10/04/2015 04:13,Eastower,602,1,1,0,0,895,1
KTV 2,10/04/2015 04:13,Eastower,603,1,1,0,0,1466,1
KTV 2,10/04/2015 04:13,Leaffson,603,1,1,0,0,2120,1
Rumia,10/04/2015 04:13,Clown Castle,603,1,1,0,0,1285,1
Fallacy,10/04/2015 04:13,Leaffson,606,1,1,0,0,3867,1
Shaver,10/04/2015 04:14,Reflector Pond,602,1,1,0,0,376,1
Fallacy,10/04/2015 04:15,Clown Castle,603,1,1,0,0,1758,1
Rexus,10/04/2015 04:15,Leaffson,606,1,1,0,0,3917,1
KTV 2,10/04/2015 04:16,Clown Castle,603,1,1,0,0,3518,1
Rexus,10/04/2015 04:17,Leaffson,602,1,1,0,0,576,1
Fallacy,10/04/2015 04:17,Clown Castle,602,1,1,0,0,349,1
Rumia,10/04/2015 04:17,Leaffson,602,1,1,0,0,315,1
Rexus,10/04/2015 04:17,Leaffson,603,1,1,0,0,3189,1
Rexus,10/04/2015 04:17,Reflector Pond,603,1,1,0,0,1060,1
Shaver,10/04/2015 04:17,Reflector Pond,603,1,1,0,0,2910,1
Fallacy,10/04/2015 04:17,Reflector Pond,606,1,1,0,0,3898,1
Shaver,10/04/2015 04:17,Reflector Pond,610,1,1,0,0,4130,1
Fallacy,10/04/2015 04:18,Clown Castle,602,1,1,0,0,597,1
Rumia,10/04/2015 04:18,Leaffson,602,1,1,0,0,284,1
Rexus,10/04/2015 04:18,Reflector Pond,603,1,1,0,0,1070,1
Shaver,10/04/2015 04:18,GLU,603,1,1,0,0,2006,1
KTV 2,10/04/2015 04:18,Clown Castle,610,1,1,0,0,4025,1
Iclone,10/04/2015 04:19,Leaffson,603,1,1,0,0,1812,1
Rexus,10/04/2015 04:19,Clown Castle,603,1,1,0,0,3332,1
Fallacy,10/04/2015 04:19,Reflector Pond,603,1,1,0,0,1723,1
Iclone,10/04/2015 04:20,Eastower,602,1,1,0,0,628,1
KTV 2,10/04/2015 04:20,Leaffson,610,1,1,0,0,4128,1
Iclone,10/04/2015 04:21,Clown Castle,603,1,1,0,0,1269,1
Rexus,10/04/2015 04:21,Reflector Pond,603,1,1,0,0,2392,1
Rumia,10/04/2015 04:21,Eastower,603,1,1,0,0,2696,1
Rumia,10/04/2015 04:21,Eastower,603,1,1,0,0,3172,1
Iclone,10/04/2015 04:22,Reflector Pond,602,1,1,0,0,634,1
Rexus,10/04/2015 04:22,Leaffson,602,1,1,0,0,511,1
Fallacy,10/04/2015 04:22,Eastower,603,1,1,0,0,1924,1
Rexus,10/04/2015 04:23,Eastower,603,1,1,0,0,3746,1
Rexus,10/04/2015 04:23,Clown Castle,603,1,1,0,0,3260,1
KTV 2,10/04/2015 04:24,Eastower,603,1,1,0,0,2795,1
Rumia,10/04/2015 04:24,Reflector Pond,603,1,1,0,0,1328,1
KTV 2,10/04/2015 04:25,Leaffson,602,1,1,0,0,369,1
KTV 2,10/04/2015 04:27,Eastower,603,1,1,0,0,1295,1
Rumia,10/04/2015 04:27,Leaffson,603,1,1,0,0,2148,1
KTV 2,10/04/2015 04:27,Reflector Pond,610,1,1,0,0,4028,1
Rexus,10/04/2015 04:28,Leaffson,602,1,1,0,0,30,1
Fallacy,10/04/2015 04:28,Reflector Pond,603,1,1,0,0,3322,1
Shaver,10/04/2015 04:29,Eastower,603,1,1,0,0,3114,1
Rumia,10/04/2015 04:29,Clown Castle,610,1,1,0,0,4070,1
Iclone,10/04/2015 04:30,Reflector Pond,603,1,1,0,0,2170,1
Rexus,10/04/2015 04:30,Eastower,603,1,1,0,0,2664,1
Rumia,10/04/2015 04:30,Leaffson,603,1,1,0,0,1379,1
Shaver,10/04/2015 04:30,Leaffson,606,1,1,0,0,3862,1
Fallacy,10/04/2015 04:31,Clown Castle,602,1,0,1,1,540,1
Rexus,10/04/2015 04:31,Leaffson,603,1,1,0,0,1264,1
KTV 2,10/04/2015 04:32,Leaffson,603,1,1,0,0,2989,1
Rumia,10/04/2015 04:32,Clown Castle,603,1,1,0,0,1340,1
Rumia,10/04/2015 04:32,Reflector Pond,603,1,1,0,0,3045,1
Shaver,10/04/2015 04:32,Reflector Pond,603,1,1,0,0,2688,1
Rexus,10/04/2015 04:33,Leaffson,602,1,1,0,0,276,1
Rumia,10/04/2015 04:33,Eastower,602,1,1,0,0,412,1
Rumia,10/04/2015 04:33,Eastower,603,1,1,0,0,1555,1
Shaver,10/04/2015 04:33,Leaffson,603,1,1,0,0,3348,1
Iclone,10/04/2015 04:34,Leaffson,603,1,1,0,0,1347,1
Fallacy,10/04/2015 04:34,Clown Castle,603,1,1,0,0,3512,1
KTV 2,10/04/2015 04:34,Clown Castle,603,1,1,0,0,2025,1
Rexus,10/04/2015 04:35,Clown Castle,603,1,1,0,0,3598,1
Rexus,10/04/2015 04:35,Leaffson,606,1,1,0,0,3860,1
Rexus,10/04/2015 04:36,Eastower,602,1,1,0,0,143,1
Fallacy,10/04/2015 04:36,Eastower,603,1,1,0,0,1215,1
Shaver,10/04/2015 04:36,Clown Castle,603,1,1,0,0,3627,1
Shaver,10/04/2015 04:36,Reflector Pond,603,1,1,0,0,1261,1
Rexus,10/04/2015 04:36,Clown Castle,606,1,1,0,0,3878,1
Rexus,10/04/2015 04:37,Leaffson,603,1,1,0,0,2333,1
Rexus,10/04/2015 04:37,Reflector Pond,603,1,1,0,0,3019,1
Rumia,10/04/2015 04:37,Clown Castle,603,1,1,0,0,3706,1
Shaver,10/04/2015 04:38,Leaffson,602,1,1,0,0,665,1
Fallacy,10/04/2015 04:38,Eastower,603,1,1,0,0,942,1
KTV 2,10/04/2015 04:38,Leaffson,603,1,1,0,0,2414,1
Rumia,10/04/2015 04:38,Leaffson,603,1,1,0,0,1196,1
KTV 2,10/04/2015 04:39,Leaffson,602,1,1,0,0,504,1
KTV 2,10/04/2015 04:40,Clown Castle,602,1,0,1,1,429,1
Iclone,10/04/2015 04:40,Leaffson,603,1,1,0,0,3097,1
Fallacy,10/04/2015 04:40,Reflector Pond,603,1,1,0,0,2748,1
KTV 2,10/04/2015 04:40,Eastower,603,1,1,0,0,2949,1
KTV 2,10/04/2015 04:41,Clown Castle,603,1,1,0,0,2257,1
Rumia,10/04/2015 04:41,Eastower,603,1,1,0,0,2979,1
Shaver,10/04/2015 04:41,Leaffson,603,1,1,0,0,1404,1
Fallacy,10/04/2015 04:42,Leaffson,602,1,1,0,0,700,1
Rumia,10/04/2015 04:42,Leaffson,602,1,1,0,0,647,1
Iclone,10/04/2015 04:42,Eastower,603,1,1,0,0,2508,1
Fallacy,10/04/2015 04:42,Reflector Pond,603,1,1,0,0,1535,1
Iclone,10/04/2015 04:43,Reflector Pond,602,1,1,0,0,54,1
Iclone,10/04/2015 04:43,Eastower,603,1,1,0,0,2001,1
Rumia,10/04/2015 04:43,Eastower,603,1,1,0,0,2158,1
Rexus,10/04/2015 04:44,Leaffson,603,1,1,0,0,1530,1
Fallacy,10/04/2015 04:45,Reflector Pond,603,1,1,0,0,3227,1
Rumia,10/04/2015 04:45,Leaffson,603,1,1,0,0,2653,1
Rumia,10/04/2015 04:45,Eastower,603,1,1,0,0,2233,1
Shaver,10/04/2015 04:46,Eastower,602,1,1,0,0,784,1
Fallacy,10/04/2015 04:46,Eastower,606,1,1,0,0,3945,1
Rexus,10/04/2015 04:47,Reflector Pond,602,1,1,0,0,148,1
Fallacy,10/04/2015 04:48,Eastower,603,1,1,0,0,2331,1
KTV 2,10/04/2015 04:48,Reflector Pond,603,1,1,0,0,975,1
Rexus,10/04/2015 04:49,Clown Castle,603,1,1,0,0,2235,1
KTV 2,10/04/2015 04:49,Clown Castle,603,1,1,0,0,2462,1
Fallacy,10/04/2015 04:50,Leaffson,602,1,1,0,0,687,1
Fallacy,10/04/2015 04:50,Eastower,602,1,1,0,0,312,1
Iclone,10/04/2015 04:50,Eastower,603,1,1,0,0,3347,1
KTV 2,10/04/2015 04:50,Clown Castle,603,1,1,0,0,1310,1
Fallacy,10/04/2015 04:51,Eastower,602,1,1,0,0,713,1
Rexus,10/04/2015 04:51,Leaffson,603,1,1,0,0,2888,1
KTV 2,10/04/2015 04:51,Eastower,603,1,1,0,0,1968,1
KTV 2,10/04/2015 04:51,Clown Castle,603,1,1,0,0,1373,1
Rumia,10/04/2015 04:51,GLU,603,1,1,0,0,2631,1
Rumia,10/04/2015 04:51,Reflector Pond,603,1,1,0,0,1451,1
KTV 2,10/04/2015 04:51,Eastower,610,1,1,0,0,4175,1
Iclone,10/04/2015 04:52,Leaffson,603,1,1,0,0,899,1
Fallacy,10/04/2015 04:52,Clown Castle,610,1,1,0,0,4194,1
Shaver,10/04/2015 04:53,Leaffson,602,1,1,0,0,797,1
Iclone,10/04/2015 04:53,Eastower,603,1,0,1,1,950,1
Rumia,10/04/2015 04:53,Reflector Pond,603,1,1,0,0,1479,1
Shaver,10/04/2015 04:54,Reflector Pond,602,1,1,0,0,259,1
Iclone,10/04/2015 04:54,Leaffson,603,1,1,0,0,1929,1
Iclone,10/04/2015 04:54,Eastower,603,1,1,0,0,3253,1
Fallacy,10/04/2015 04:54,Reflector Pond,603,1,1,0,0,2298,1
KTV 2,10/04/2015 04:54,Leaffson,610,1,1,0,0,4133,1
Rexus,10/04/2015 04:55,Reflector Pond,603,1,1,0,0,1827,1
KTV 2,10/04/2015 04:55,Clown Castle,603,1,1,0,0,2848,1
Shaver,10/04/2015 04:56,Reflector Pond,610,1,1,0,0,4100,1
Rexus,10/04/2015 04:57,Clown Castle,602,1,1,0,0,387,1
Rumia,10/04/2015 04:57,Leaffson,602,1,1,0,0,352,1
KTV 2,10/04/2015 04:57,Eastower,603,1,1,0,0,1498,1
KTV 2,10/04/2015 04:57,Reflector Pond,603,1,1,0,0,2746,1
Rumia,10/04/2015 04:57,Leaffson,603,1,1,0,0,2903,1
Iclone,10/04/2015 04:58,Eastower,603,1,1,0,0,1646,1
Rexus,10/04/2015 04:58,Eastower,603,1,1,0,0,1376,1
KTV 2,10/04/2015 04:58,Reflector Pond,603,1,1,0,0,1756,1
Fallacy,10/04/2015 04:59,Leaffson,603,1,1,0,0,2323,1
Fallacy,10/04/2015 04:59,Reflector Pond,603,1,1,0,0,2334,1
Rumia,10/04/2015 04:59,Clown Castle,603,1,1,0,0,1418,1
Rumia,10/04/2015 05:00,Leaffson,603,1,1,0,0,1914,1
Rexus,10/04/2015 05:01,Eastower,603,1,1,0,0,3573,1
Fallacy,10/04/2015 05:01,Reflector Pond,603,1,1,0,0,1913,1
KTV 2,10/04/2015 05:01,Leaffson,603,1,1,0,0,956,1
KTV 2,10/04/2015 05:01,Clown Castle,603,1,1,0,0,1177,1
KTV 2,10/04/2015 05:01,Clown Castle,603,1,1,0,0,2284,1
KTV 2,10/04/2015 05:01,Reflector Pond,603,1,1,0,0,2390,1
Shaver,10/04/2015 05:01,Eastower,603,1,1,0,0,1824,1
Shaver,10/04/2015 05:02,Clown Castle,603,1,1,0,0,3244,1
Shaver,10/04/2015 05:02,Leaffson,603,1,1,0,0,1410,1
Rexus,10/04/2015 05:03,Reflector Pond,602,1,1,0,0,828,1
Rexus,10/04/2015 05:03,Leaffson,603,1,1,0,0,3219,1
Rexus,10/04/2015 05:03,Reflector Pond,603,1,1,0,0,1617,1
KTV 2,10/04/2015 05:03,GLU,603,1,1,0,0,3213,1
KTV 2,10/04/2015 05:03,Reflector Pond,603,1,1,0,0,918,1
Shaver,10/04/2015 05:03,GLU,606,1,1,0,0,3948,1
Iclone,10/04/2015 05:04,Eastower,602,1,1,0,0,299,1
Rexus,10/04/2015 05:04,Eastower,602,1,1,0,0,441,1
KTV 2,10/04/2015 05:04,Eastower,602,1,1,0,0,733,1
Iclone,10/04/2015 05:04,Clown Castle,603,1,1,0,0,3052,1
Iclone,10/04/2015 05:05,Leaffson,603,1,1,0,0,2135,1
Iclone,10/04/2015 05:05,Eastower,603,1,1,0,0,3145,1
Shaver,10/04/2015 05:05,Clown Castle,603,1,1,0,0,3090,1
Shaver,10/04/2015 05:06,Eastower,602,1,1,0,0,705,1
Iclone,10/04/2015 05:06,GLU,603,1,1,0,0,3200,1
Iclone,10/04/2015 05:06,Clown Castle,603,1,1,0,0,3645,1
Rexus,10/04/2015 05:06,Reflector Pond,603,1,1,0,0,1751,1
Fallacy,10/04/2015 05:07,GLU,603,1,1,0,0,2530,1
Shaver,10/04/2015 05:07,Leaffson,603,1,1,0,0,2641,1
KTV 2,10/04/2015 05:08,Clown Castle,603,1,1,0,0,2304,1
Rumia,10/04/2015 05:08,Eastower,603,1,1,0,0,3437,1
Rexus,10/04/2015 05:09,Reflector Pond,603,1,1,0,0,3193,1
Fallacy,10/04/2015 05:10,Reflector Pond,603,1,1,0,0,2692,1
Rumia,10/04/2015 05:10,Clown Castle,603,1,1,0,0,1878,1
Rexus,10/04/2015 05:10,Clown Castle,606,1,1,0,0,3893,1
Rexus,10/04/2015 05:10,Clown Castle,606,1,1,0,0,3868,1
KTV 2,10/04/2015 05:11,Clown Castle,602,1,1,0,0,653,1
Fallacy,10/04/2015 05:11,Eastower,603,1,1,0,0,2807,1
KTV 2,10/04/2015 05:11,Leaffson,603,1,1,0,0,2190,1
Rumia,10/04/2015 05:11,Eastower,603,1,1,0,0,2177,1
Shaver,10/04/2015 05:11,Clown Castle,603,1,1,0,0,1648,1
Rexus,10/04/2015 05:12,Eastower,603,1,1,0,0,1641,1
Fallacy,10/04/2015 05:12,Leaffson,610,1,1,0,0,4079,1
Fallacy,10/04/2015 05:13,Leaffson,602,1,1,0,0,898,1
KTV 2,10/04/2015 05:13,Reflector Pond,602,1,1,0,0,701,1
Rexus,10/04/2015 05:13,Eastower,603,1,1,0,0,1588,1
KTV 2,10/04/2015 05:13,Leaffson,603,1,1,0,0,1296,1
Rumia,10/04/2015 05:13,Clown Castle,603,1,1,0,0,3381,1
Rumia,10/04/2015 05:13,Clown Castle,603,1,1,0,0,1407,1
Iclone,10/04/2015 05:13,Leaffson,604,1,1,0,0,3792,1
Fallacy,10/04/2015 05:14,Clown Castle,603,1,1,0,0,3571,1
Fallacy,10/04/2015 05:14,Eastower,603,1,1,0,0,3333,1
Rexus,10/04/2015 05:15,GLU,602,1,1,0,0,439,1
Rexus,10/04/2015 05:15,Leaffson,603,1,1,0,0,2957,1
Rexus,10/04/2015 05:15,Leaffson,603,1,1,0,0,3231,1
Fallacy,10/04/2015 05:15,Leaffson,603,1,1,0,0,1897,1
Iclone,10/04/2015 05:16,Leaffson,603,1,1,0,0,2171,1
Iclone,10/04/2015 05:17,Leaffson,603,1,1,0,0,2185,1
Rexus,10/04/2015 05:18,Leaffson,602,1,1,0,0,380,1
Iclone,10/04/2015 05:18,Reflector Pond,603,1,1,0,0,1184,1
Rumia,10/04/2015 05:18,Eastower,603,1,1,0,0,1332,1
Rumia,10/04/2015 05:18,Eastower,606,1,1,0,0,3973,1
Rumia,10/04/2015 05:19,Clown Castle,610,1,1,0,0,4205,1
Rexus,10/04/2015 05:20,Leaffson,602,1,1,0,0,431,1
Shaver,10/04/2015 05:20,Clown Castle,602,1,1,0,0,212,1
KTV 2,10/04/2015 05:20,Reflector Pond,603,1,1,0,0,2214,1
Shaver,10/04/2015 05:20,Reflector Pond,603,1,1,0,0,2596,1
KTV 2,10/04/2015 05:20,Clown Castle,606,1,1,0,0,3972,1
Rumia,10/04/2015 05:21,Clown Castle,602,1,1,0,0,470,1
Shaver,10/04/2015 05:21,Leaffson,602,1,1,0,0,126,1
Rumia,10/04/2015 05:21,Leaffson,603,1,0,1,1,2305,1
Rumia,10/04/2015 05:21,Eastower,603,1,1,0,0,2097,1
Rexus,10/04/2015 05:21,Clown Castle,604,1,1,0,0,3804,1
Iclone,10/04/2015 05:22,Leaffson,602,1,1,0,0,60,1
Fallacy,10/04/2015 05:22,Reflector Pond,606,1,1,0,0,3961,1
Iclone,10/04/2015 05:23,Reflector Pond,603,1,0,1,1,3202,1
Fallacy,10/04/2015 05:23,Clown Castle,603,1,1,0,0,3696,1
KTV 2,10/04/2015 05:23,Reflector Pond,603,1,1,0,0,1233,1
Rexus,10/04/2015 05:24,Leaffson,603,1,1,0,0,1162,1
Rexus,10/04/2015 05:24,Leaffson,603,1,1,0,0,2720,1
KTV 2,10/04/2015 05:24,Leaffson,606,1,1,0,0,3874,1
KTV 2,10/04/2015 05:24,Clown Castle,606,1,1,0,0,3858,1
Iclone,10/04/2015 05:25,Reflector Pond,602,1,1,0,0,217,1
Fallacy,10/04/2015 05:25,Leaffson,603,1,1,0,0,964,1
Rumia,10/04/2015 05:25,Eastower,603,1,1,0,0,1979,1
Iclone,10/04/2015 05:26,Leaffson,603,1,1,0,0,2917,1
Rumia,10/04/2015 05:26,Clown Castle,603,1,1,0,0,1542,1
Rumia,10/04/2015 05:26,Reflector Pond,603,1,1,0,0,2673,1
Iclone,10/04/2015 05:27,Eastower,603,1,1,0,0,2043,1
Rexus,10/04/2015 05:27,Eastower,603,1,1,0,0,2931,1
Rexus,10/04/2015 05:28,Eastower,602,1,1,0,0,499,1
Fallacy,10/04/2015 05:28,Clown Castle,602,1,1,0,0,43,1
Rumia,10/04/2015 05:28,Eastower,602,1,1,0,0,428,1
Rexus,10/04/2015 05:28,Leaffson,603,1,0,1,1,3767,1
Fallacy,10/04/2015 05:28,Reflector Pond,603,1,1,0,0,3505,1
KTV 2,10/04/2015 05:28,Clown Castle,603,1,1,0,0,3508,1
Rumia,10/04/2015 05:28,Leaffson,603,1,1,0,0,1601,1
KTV 2,10/04/2015 05:29,Eastower,603,1,1,0,0,3714,1
KTV 2,10/04/2015 05:29,Eastower,603,1,1,0,0,1748,1
Rexus,10/04/2015 05:30,Clown Castle,603,1,1,0,0,2463,1
Rexus,10/04/2015 05:30,Clown Castle,603,1,1,0,0,901,1
Shaver,10/04/2015 05:30,Clown Castle,603,1,1,0,0,996,1
Rexus,10/04/2015 05:31,Leaffson,602,1,1,0,0,216,1
Iclone,10/04/2015 05:31,Clown Castle,603,1,1,0,0,949,1
Rexus,10/04/2015 05:31,GLU,603,1,1,0,0,3100,1
Rexus,10/04/2015 05:31,Reflector Pond,603,1,1,0,0,1343,1
Rumia,10/04/2015 05:31,Clown Castle,603,1,1,0,0,3122,1
Fallacy,10/04/2015 05:32,Eastower,603,1,1,0,0,1803,1
Fallacy,10/04/2015 05:32,Eastower,603,1,1,0,0,2461,1
KTV 2,10/04/2015 05:32,GLU,603,1,1,0,0,2178,1
Shaver,10/04/2015 05:32,Clown Castle,603,1,1,0,0,1459,1
Rexus,10/04/2015 05:33,Reflector Pond,603,1,1,0,0,1921,1
Rumia,10/04/2015 05:33,Clown Castle,603,1,1,0,0,3232,1
Rexus,10/04/2015 05:34,Eastower,603,1,1,0,0,3006,1
Shaver,10/04/2015 05:34,GLU,603,1,1,0,0,2948,1
Shaver,10/04/2015 05:34,Reflector Pond,603,1,1,0,0,1657,1
Rexus,10/04/2015 05:35,Reflector Pond,602,1,1,0,0,543,1
Fallacy,10/04/2015 05:35,Clown Castle,603,1,1,0,0,3108,1
KTV 2,10/04/2015 05:35,Eastower,603,1,0,1,1,1197,1
KTV 2,10/04/2015 05:35,Reflector Pond,603,1,1,0,0,1899,1
Shaver,10/04/2015 05:35,Leaffson,603,1,1,0,0,2695,1
Rumia,10/04/2015 05:36,Reflector Pond,602,1,1,0,0,630,1
Rexus,10/04/2015 05:36,Reflector Pond,603,1,1,0,0,3034,1
Fallacy,10/04/2015 05:36,Clown Castle,603,1,1,0,0,1278,1
Rumia,10/04/2015 05:37,Reflector Pond,602,1,1,0,0,626,1
Rexus,10/04/2015 05:37,Clown Castle,603,1,1,0,0,2316,1
Rexus,10/04/2015 05:37,Reflector Pond,603,1,1,0,0,2200,1
Rexus,10/04/2015 05:37,Reflector Pond,603,1,1,0,0,1905,1
KTV 2,10/04/2015 05:37,Eastower,603,1,1,0,0,986,1
Shaver,10/04/2015 05:38,Leaffson,602,1,1,0,0,44,1
Shaver,10/04/2015 05:38,Clown Castle,603,1,1,0,0,2844,1
KTV 2,10/04/2015 05:39,Eastower,602,1,1,0,0,31,1
Rumia,10/04/2015 05:39,Eastower,603,1,1,0,0,2085,1
Rumia,10/04/2015 05:39,Eastower,603,1,1,0,0,1213,1
Rumia,10/04/2015 05:39,Clown Castle,603,1,1,0,0,1742,1
Fallacy,10/04/2015 05:39,Eastower,604,1,1,0,0,3820,1
Iclone,10/04/2015 05:40,Leaffson,603,1,1,0,0,3257,1
Iclone,10/04/2015 05:40,Clown Castle,603,1,1,0,0,2940,1
Iclone,10/04/2015 05:41,Eastower,603,1,1,0,0,1744,1
Iclone,10/04/2015 05:41,Eastower,603,1,1,0,0,3208,1
Rexus,10/04/2015 05:41,Reflector Pond,603,1,1,0,0,2379,1
Rexus,10/04/2015 05:41,Reflector Pond,603,1,1,0,0,1251,1
Rexus,10/04/2015 05:41,Reflector Pond,603,1,1,0,0,2422,1
KTV 2,10/04/2015 05:41,Eastower,603,1,0,1,1,3784,1
KTV 2,10/04/2015 05:42,Reflector Pond,602,1,1,0,0,649,1
Fallacy,10/04/2015 05:42,Reflector Pond,603,1,1,0,0,2029,1
KTV 2,10/04/2015 05:43,Clown Castle,602,1,0,1,1,521,1
Rumia,10/04/2015 05:43,Eastower,602,1,1,0,0,770,1
Rexus,10/04/2015 05:43,Leaffson,603,1,1,0,0,3531,1
KTV 2,10/04/2015 05:43,Reflector Pond,603,1,1,0,0,2793,1
Rexus,10/04/2015 05:44,GLU,603,1,1,0,0,1996,1
Rexus,10/04/2015 05:44,Reflector Pond,603,1,1,0,0,2326,1
